단어,좌문맥ID,우문맥ID,가중치(단어비용),품사태그,의미분류,종성 유무,읽기,타입,첫 품사,마지막 품사,표현
모달리티,,,,NNP,*,F,모달리티,*,*,*,*
영양,,,,NNP,*,T,영양,*,*,*,*
백화사설초,,,,NNP,*,F,백화사설초,*,*,*,*
향사육군자탕,,,,NNP,*,T,향사육군자탕,*,*,*,*
이향산,,,,NNP,*,T,이향산,*,*,*,*
당뇨병은,,,,NNP,*,T,당뇨병은,*,*,*,*
세신,,,,NNP,*,T,세신,*,*,*,*
뒤틀림,,,,NNP,*,T,뒤틀림,*,*,*,*
보양환오탕,,,,NNP,*,T,보양환오탕,*,*,*,*
심양허증,,,,NNP,*,T,심양허증,*,*,*,*
바닥,,,,NNP,*,T,바닥,*,*,*,*
활액막염,,,,NNP,*,T,활액막염,*,*,*,*
장결,,,,NNP,*,T,장결,*,*,*,*
편두통,,,,NNP,*,T,편두통,*,*,*,*
발작,,,,NNP,*,T,발작,*,*,*,*
엉치뼈,,,,NNP,*,F,엉치뼈,*,*,*,*
치핵,,,,NNP,*,T,치핵,*,*,*,*
정간환,,,,NNP,*,T,정간환,*,*,*,*
벌림운동,,,,NNP,*,T,벌림운동,*,*,*,*
질건조증,,,,NNP,*,T,질건조증,*,*,*,*
마황탕곤담환,,,,NNP,*,T,마황탕곤담환,*,*,*,*
관절가동기법,,,,NNP,*,T,관절가동기법,*,*,*,*
독활,,,,NNP,*,T,독활,*,*,*,*
안신약,,,,NNP,*,T,안신약,*,*,*,*
발허리뼈사이,,,,NNP,*,F,발허리뼈사이,*,*,*,*
참호구강염,,,,NNP,*,T,참호구강염,*,*,*,*
계지탕,,,,NNP,*,T,계지탕,*,*,*,*
컨디셔닝,,,,NNP,*,T,컨디셔닝,*,*,*,*
정천화담강기탕,,,,NNP,*,T,정천화담강기탕,*,*,*,*
비수종,,,,NNP,*,T,비수종,*,*,*,*
인대파열,,,,NNP,*,T,인대파열,*,*,*,*
고삼패도산,,,,NNP,*,T,고삼패도산,*,*,*,*
세포의,,,,NNP,*,F,세포의,*,*,*,*
극외측,,,,NNP,*,T,극외측,*,*,*,*
가쪽번짐근,,,,NNP,*,T,가쪽번짐근,*,*,*,*
마황정천탕,,,,NNP,*,T,마황정천탕,*,*,*,*
계지가용골모려탕,,,,NNP,*,T,계지가용골모려탕,*,*,*,*
진피,,,,NNP,*,F,진피,*,*,*,*
증익귀룡환,,,,NNP,*,T,증익귀룡환,*,*,*,*
복통,,,,NNP,*,T,복통,*,*,*,*
월경전기,,,,NNP,*,F,월경전기,*,*,*,*
손허리,,,,NNP,*,F,손허리,*,*,*,*
어깨관절의,,,,NNP,*,F,어깨관절의,*,*,*,*
후박,,,,NNP,*,T,후박,*,*,*,*
백출소간탕,,,,NNP,*,T,백출소간탕,*,*,*,*
남성불임,,,,NNP,*,T,남성불임,*,*,*,*
노근,,,,NNP,*,T,노근,*,*,*,*
담울담요증,,,,NNP,*,T,담울담요증,*,*,*,*
기항지부변증포궁혈열증,,,,NNP,*,T,기항지부변증포궁혈열증,*,*,*,*
팔진탕정간환,,,,NNP,*,T,팔진탕정간환,*,*,*,*
만형자,,,,NNP,*,F,만형자,*,*,*,*
뇌부종과,,,,NNP,*,F,뇌부종과,*,*,*,*
소요,,,,NNP,*,F,소요,*,*,*,*
당뇨병에,,,,NNP,*,F,당뇨병에,*,*,*,*
넙다리뒤근,,,,NNP,*,T,넙다리뒤근,*,*,*,*
용골,,,,NNP,*,T,용골,*,*,*,*
훤초근,,,,NNP,*,T,훤초근,*,*,*,*
종창,,,,NNP,*,T,종창,*,*,*,*
뼈,,,,NNP,*,F,뼈,*,*,*,*
구안와사,,,,NNP,*,F,구안와사,*,*,*,*
한다열소탕,,,,NNP,*,T,한다열소탕,*,*,*,*
해부석,,,,NNP,*,T,해부석,*,*,*,*
신속항원검사,,,,NNP,*,F,신속항원검사,*,*,*,*
이롱,,,,NNP,*,T,이롱,*,*,*,*
결절성,,,,NNP,*,T,결절성,*,*,*,*
백작약,,,,NNP,*,T,백작약,*,*,*,*
반하백출천마탕과,,,,NNP,*,F,반하백출천마탕과,*,*,*,*
거풍습약,,,,NNP,*,T,거풍습약,*,*,*,*
인창,,,,NNP,*,T,인창,*,*,*,*
봄철,,,,NNP,*,T,봄철,*,*,*,*
황산,,,,NNP,*,T,황산,*,*,*,*
다한증,,,,NNP,*,T,다한증,*,*,*,*
전갈,,,,NNP,*,T,전갈,*,*,*,*
발음성,,,,NNP,*,T,발음성,*,*,*,*
상국옴,,,,NNP,*,T,상국옴,*,*,*,*
천마,,,,NNP,*,F,천마,*,*,*,*
점액낭염,,,,NNP,*,T,점액낭염,*,*,*,*
정강신경포착,,,,NNP,*,T,정강신경포착,*,*,*,*
렘,,,,NNP,*,T,렘,*,*,*,*
참고사항,,,,NNP,*,T,참고사항,*,*,*,*
보폐원탕,,,,NNP,*,T,보폐원탕,*,*,*,*
귀기건중탕,,,,NNP,*,T,귀기건중탕,*,*,*,*
힘줄,,,,NNP,*,T,힘줄,*,*,*,*
율초,,,,NNP,*,F,율초,*,*,*,*
지황음자와,,,,NNP,*,F,지황음자와,*,*,*,*
차이,,,,NNP,*,F,차이,*,*,*,*
익원산,,,,NNP,*,T,익원산,*,*,*,*
산조인,,,,NNP,*,T,산조인,*,*,*,*
취비,,,,NNP,*,F,취비,*,*,*,*
인삼패독산,,,,NNP,*,T,인삼패독산,*,*,*,*
코감기,,,,NNP,*,F,코감기,*,*,*,*
신출산,,,,NNP,*,T,신출산,*,*,*,*
일본의학의,,,,NNP,*,F,일본의학의,*,*,*,*
부비동염,,,,NNP,*,T,부비동염,*,*,*,*
폐결핵,,,,NNP,*,T,폐결핵,*,*,*,*
작약감초탕,,,,NNP,*,T,작약감초탕,*,*,*,*
이천,,,,NNP,*,T,이천,*,*,*,*
현대,,,,NNP,*,F,현대,*,*,*,*
이상,,,,NNP,*,T,이상,*,*,*,*
사향소합원,,,,NNP,*,T,사향소합원,*,*,*,*
삼기음,,,,NNP,*,T,삼기음,*,*,*,*
앉은자세에서,,,,NNP,*,F,앉은자세에서,*,*,*,*
신기조위탕,,,,NNP,*,T,신기조위탕,*,*,*,*
장생초,,,,NNP,*,F,장생초,*,*,*,*
보화환,,,,NNP,*,T,보화환,*,*,*,*
원리,,,,NNP,*,F,원리,*,*,*,*
심담허겁증,,,,NNP,*,T,심담허겁증,*,*,*,*
다열근,,,,NNP,*,T,다열근,*,*,*,*
분류,,,,NNP,*,F,분류,*,*,*,*
대흉근,,,,NNP,*,T,대흉근,*,*,*,*
관절,,,,NNP,*,T,관절,*,*,*,*
억제,,,,NNP,*,F,억제,*,*,*,*
청구감로수,,,,NNP,*,F,청구감로수,*,*,*,*
위기허증,,,,NNP,*,T,위기허증,*,*,*,*
곁인대,,,,NNP,*,F,곁인대,*,*,*,*
고충탕사역산,,,,NNP,*,T,고충탕사역산,*,*,*,*
청상보하탕가미,,,,NNP,*,F,청상보하탕가미,*,*,*,*
수동관절,,,,NNP,*,T,수동관절,*,*,*,*
조경지통,,,,NNP,*,T,조경지통,*,*,*,*
아이작뉴턴,,,,NNP,*,T,아이작뉴턴,*,*,*,*
감병,,,,NNP,*,T,감병,*,*,*,*
계삼고,,,,NNP,*,F,계삼고,*,*,*,*
고충탕,,,,NNP,*,T,고충탕,*,*,*,*
필발,,,,NNP,*,T,필발,*,*,*,*
비풍,,,,NNP,*,T,비풍,*,*,*,*
지절통,,,,NNP,*,T,지절통,*,*,*,*
내이질환,,,,NNP,*,T,내이질환,*,*,*,*
주사,,,,NNP,*,F,주사,*,*,*,*
목옆굽힘근,,,,NNP,*,T,목옆굽힘근,*,*,*,*
배근육강화운동,,,,NNP,*,T,배근육강화운동,*,*,*,*
소화불량증,,,,NNP,*,T,소화불량증,*,*,*,*
후세파,,,,NNP,*,F,후세파,*,*,*,*
일차성,,,,NNP,*,T,일차성,*,*,*,*
방출형,,,,NNP,*,T,방출형,*,*,*,*
위율동부정,,,,NNP,*,T,위율동부정,*,*,*,*
상행탕,,,,NNP,*,T,상행탕,*,*,*,*
조중이기탕,,,,NNP,*,T,조중이기탕,*,*,*,*
대한,,,,NNP,*,T,대한,*,*,*,*
풍습,,,,NNP,*,T,풍습,*,*,*,*
가쪽,,,,NNP,*,T,가쪽,*,*,*,*
박동성,,,,NNP,*,T,박동성,*,*,*,*
협착증,,,,NNP,*,T,협착증,*,*,*,*
녹농균,,,,NNP,*,T,녹농균,*,*,*,*
유루,,,,NNP,*,F,유루,*,*,*,*
육음역독,,,,NNP,*,T,육음역독,*,*,*,*
온담탕,,,,NNP,*,T,온담탕,*,*,*,*
자유,,,,NNP,*,F,자유,*,*,*,*
연골하골,,,,NNP,*,T,연골하골,*,*,*,*
코르티코스테로이드,,,,NNP,*,F,코르티코스테로이드,*,*,*,*
흑지마,,,,NNP,*,F,흑지마,*,*,*,*
산소기,,,,NNP,*,F,산소기,*,*,*,*
제위왕,,,,NNP,*,T,제위왕,*,*,*,*
내,,,,NNP,*,F,내,*,*,*,*
뇌줄중,,,,NNP,*,T,뇌줄중,*,*,*,*
세포,,,,NNP,*,F,세포,*,*,*,*
질환,,,,NNP,*,T,질환,*,*,*,*
언어장애,,,,NNP,*,F,언어장애,*,*,*,*
천골,,,,NNP,*,T,천골,*,*,*,*
외용약귀판,,,,NNP,*,T,외용약귀판,*,*,*,*
노수토홍,,,,NNP,*,T,노수토홍,*,*,*,*
계지탕과,,,,NNP,*,F,계지탕과,*,*,*,*
방광습열중,,,,NNP,*,T,방광습열중,*,*,*,*
이차성,,,,NNP,*,T,이차성,*,*,*,*
서장경,,,,NNP,*,T,서장경,*,*,*,*
남자실정,,,,NNP,*,T,남자실정,*,*,*,*
신장풍,,,,NNP,*,T,신장풍,*,*,*,*
상륙,,,,NNP,*,T,상륙,*,*,*,*
만성비염,,,,NNP,*,T,만성비염,*,*,*,*
배통,,,,NNP,*,T,배통,*,*,*,*
엡페도클레스,,,,NNP,*,F,엡페도클레스,*,*,*,*
이혈제,,,,NNP,*,F,이혈제,*,*,*,*
팔물군자탕,,,,NNP,*,T,팔물군자탕,*,*,*,*
두드러기,,,,NNP,*,F,두드러기,*,*,*,*
족장통,,,,NNP,*,T,족장통,*,*,*,*
피로,,,,NNP,*,F,피로,*,*,*,*
일반적인,,,,NNP,*,T,일반적인,*,*,*,*
귀비탕,,,,NNP,*,T,귀비탕,*,*,*,*
용담사간탕,,,,NNP,*,T,용담사간탕,*,*,*,*
마치현,,,,NNP,*,T,마치현,*,*,*,*
장부경락설,,,,NNP,*,T,장부경락설,*,*,*,*
건율제조탕,,,,NNP,*,T,건율제조탕,*,*,*,*
기관지염의,,,,NNP,*,F,기관지염의,*,*,*,*
마황발표탕,,,,NNP,*,T,마황발표탕,*,*,*,*
간양상항증,,,,NNP,*,T,간양상항증,*,*,*,*
비뇨생식기,,,,NNP,*,F,비뇨생식기,*,*,*,*
임상적,,,,NNP,*,T,임상적,*,*,*,*
암치료,,,,NNP,*,F,암치료,*,*,*,*
오령산의,,,,NNP,*,F,오령산의,*,*,*,*
수면,,,,NNP,*,T,수면,*,*,*,*
혈조증,,,,NNP,*,T,혈조증,*,*,*,*
부인,,,,NNP,*,T,부인,*,*,*,*
갑상선중독증,,,,NNP,*,T,갑상선중독증,*,*,*,*
소아,,,,NNP,*,F,소아,*,*,*,*
정중신경,,,,NNP,*,T,정중신경,*,*,*,*
해표제,,,,NNP,*,F,해표제,*,*,*,*
태양병,,,,NNP,*,T,태양병,*,*,*,*
부양조위탕,,,,NNP,*,T,부양조위탕,*,*,*,*
건구,,,,NNP,*,F,건구,*,*,*,*
풍열,,,,NNP,*,T,풍열,*,*,*,*
족관절,,,,NNP,*,T,족관절,*,*,*,*
장치,,,,NNP,*,F,장치,*,*,*,*
번만,,,,NNP,*,T,번만,*,*,*,*
비양허,,,,NNP,*,F,비양허,*,*,*,*
진전,,,,NNP,*,T,진전,*,*,*,*
광해군,,,,NNP,*,T,광해군,*,*,*,*
오심과,,,,NNP,*,F,오심과,*,*,*,*
조헌영,,,,NNP,*,T,조헌영,*,*,*,*
피부병변의,,,,NNP,*,F,피부병변의,*,*,*,*
소변빈삭/실금,,,,NNP,*,T,소변빈삭/실금,*,*,*,*
수명,,,,NNP,*,T,수명,*,*,*,*
심간혈허증,,,,NNP,*,T,심간혈허증,*,*,*,*
안면마비,,,,NNP,*,F,안면마비,*,*,*,*
책상다리자세에서종아리뼈곁인대촉진,,,,NNP,*,T,책상다리자세에서종아리뼈곁인대촉진,*,*,*,*
하지통증,,,,NNP,*,T,하지통증,*,*,*,*
후루까와다께지,,,,NNP,*,F,후루까와다께지,*,*,*,*
불안,,,,NNP,*,T,불안,*,*,*,*
지부자,,,,NNP,*,F,지부자,*,*,*,*
부자,,,,NNP,*,F,부자,*,*,*,*
귤핵,,,,NNP,*,T,귤핵,*,*,*,*
아토피성,,,,NNP,*,T,아토피성,*,*,*,*
오훼돌기,,,,NNP,*,F,오훼돌기,*,*,*,*
현삼패독산,,,,NNP,*,T,현삼패독산,*,*,*,*
원인,,,,NNP,*,T,원인,*,*,*,*
종류,,,,NNP,*,F,종류,*,*,*,*
식후비만,,,,NNP,*,T,식후비만,*,*,*,*
조구등,,,,NNP,*,T,조구등,*,*,*,*
쾌통환,,,,NNP,*,T,쾌통환,*,*,*,*
종대황,,,,NNP,*,T,종대황,*,*,*,*
기함증,,,,NNP,*,T,기함증,*,*,*,*
간략,,,,NNP,*,T,간략,*,*,*,*
신경혈관기능장애,,,,NNP,*,F,신경혈관기능장애,*,*,*,*
뇌간혈관질환,,,,NNP,*,T,뇌간혈관질환,*,*,*,*
앞톱니근,,,,NNP,*,T,앞톱니근,*,*,*,*
하체,,,,NNP,*,F,하체,*,*,*,*
비행사,,,,NNP,*,F,비행사,*,*,*,*
탈황삼기탕,,,,NNP,*,T,탈황삼기탕,*,*,*,*
순건,,,,NNP,*,T,순건,*,*,*,*
자한,,,,NNP,*,T,자한,*,*,*,*
과루해백백주탕,,,,NNP,*,T,과루해백백주탕,*,*,*,*
석룡자,,,,NNP,*,F,석룡자,*,*,*,*
생리,,,,NNP,*,F,생리,*,*,*,*
윤활낭염,,,,NNP,*,T,윤활낭염,*,*,*,*
육점근,,,,NNP,*,T,육점근,*,*,*,*
가미조리폐원탕,,,,NNP,*,T,가미조리폐원탕,*,*,*,*
위음허증,,,,NNP,*,T,위음허증,*,*,*,*
중족골골절,,,,NNP,*,T,중족골골절,*,*,*,*
목구멍에,,,,NNP,*,F,목구멍에,*,*,*,*
신체망상계,,,,NNP,*,F,신체망상계,*,*,*,*
불안정,,,,NNP,*,T,불안정,*,*,*,*
대금음자,,,,NNP,*,F,대금음자,*,*,*,*
두충엽,,,,NNP,*,T,두충엽,*,*,*,*
저령탕,,,,NNP,*,T,저령탕,*,*,*,*
허로감기,,,,NNP,*,F,허로감기,*,*,*,*
갈화해성탕,,,,NNP,*,T,갈화해성탕,*,*,*,*
중부,,,,NNP,*,F,중부,*,*,*,*
염증,,,,NNP,*,T,염증,*,*,*,*
건선성,,,,NNP,*,T,건선성,*,*,*,*
세음근,,,,NNP,*,T,세음근,*,*,*,*
요도염,,,,NNP,*,T,요도염,*,*,*,*
악성종양,,,,NNP,*,T,악성종양,*,*,*,*
금전초,,,,NNP,*,F,금전초,*,*,*,*
약물,,,,NNP,*,T,약물,*,*,*,*
갈화,,,,NNP,*,F,갈화,*,*,*,*
교애지혈탕,,,,NNP,*,T,교애지혈탕,*,*,*,*
이규준,,,,NNP,*,T,이규준,*,*,*,*
관절통,,,,NNP,*,T,관절통,*,*,*,*
태양중풍,,,,NNP,*,T,태양중풍,*,*,*,*
불임증,,,,NNP,*,T,불임증,*,*,*,*
잔디발가락,,,,NNP,*,T,잔디발가락,*,*,*,*
완대탕,,,,NNP,*,T,완대탕,*,*,*,*
상표초산,,,,NNP,*,T,상표초산,*,*,*,*
방풍통성산,,,,NNP,*,T,방풍통성산,*,*,*,*
고형성종양,,,,NNP,*,T,고형성종양,*,*,*,*
백선피,,,,NNP,*,F,백선피,*,*,*,*
후비루,,,,NNP,*,F,후비루,*,*,*,*
간경습열증,,,,NNP,*,T,간경습열증,*,*,*,*
치자,,,,NNP,*,F,치자,*,*,*,*
외적충돌,,,,NNP,*,T,외적충돌,*,*,*,*
과립제,,,,NNP,*,F,과립제,*,*,*,*
절종증,,,,NNP,*,T,절종증,*,*,*,*
목근피,,,,NNP,*,F,목근피,*,*,*,*
전,,,,NNP,*,T,전,*,*,*,*
생산,,,,NNP,*,T,생산,*,*,*,*
공기가슴증,,,,NNP,*,T,공기가슴증,*,*,*,*
택란,,,,NNP,*,T,택란,*,*,*,*
일본한방의,,,,NNP,*,F,일본한방의,*,*,*,*
곰팡이,,,,NNP,*,F,곰팡이,*,*,*,*
유적,,,,NNP,*,T,유적,*,*,*,*
일본한방,,,,NNP,*,T,일본한방,*,*,*,*
엄지손목,,,,NNP,*,T,엄지손목,*,*,*,*
고양이등,,,,NNP,*,T,고양이등,*,*,*,*
합환피,,,,NNP,*,F,합환피,*,*,*,*
검사,,,,NNP,*,F,검사,*,*,*,*
진수원,,,,NNP,*,T,진수원,*,*,*,*
골반통,,,,NNP,*,T,골반통,*,*,*,*
석결명,,,,NNP,*,T,석결명,*,*,*,*
전슬개골,,,,NNP,*,T,전슬개골,*,*,*,*
용뇌소합원,,,,NNP,*,T,용뇌소합원,*,*,*,*
유방질환,,,,NNP,*,T,유방질환,*,*,*,*
정기천향산,,,,NNP,*,T,정기천향산,*,*,*,*
기역,,,,NNP,*,T,기역,*,*,*,*
폄근,,,,NNP,*,T,폄근,*,*,*,*
위험,,,,NNP,*,T,위험,*,*,*,*
혈허발열,,,,NNP,*,T,혈허발열,*,*,*,*
치옹제삼인탕,,,,NNP,*,T,치옹제삼인탕,*,*,*,*
다가불포화지방산,,,,NNP,*,T,다가불포화지방산,*,*,*,*
우레아플라스마,,,,NNP,*,F,우레아플라스마,*,*,*,*
되새김,,,,NNP,*,T,되새김,*,*,*,*
지황음자,,,,NNP,*,F,지황음자,*,*,*,*
사상자,,,,NNP,*,F,사상자,*,*,*,*
동정맥,,,,NNP,*,T,동정맥,*,*,*,*
산후통,,,,NNP,*,T,산후통,*,*,*,*
소합향환,,,,NNP,*,T,소합향환,*,*,*,*
복부불쾌감의,,,,NNP,*,F,복부불쾌감의,*,*,*,*
감기빈발,,,,NNP,*,T,감기빈발,*,*,*,*
부자온중탕,,,,NNP,*,T,부자온중탕,*,*,*,*
목방기,,,,NNP,*,F,목방기,*,*,*,*
갈근해기탕,,,,NNP,*,T,갈근해기탕,*,*,*,*
수질,,,,NNP,*,T,수질,*,*,*,*
자음강화탕,,,,NNP,*,T,자음강화탕,*,*,*,*
습담증,,,,NNP,*,T,습담증,*,*,*,*
다리부위,,,,NNP,*,F,다리부위,*,*,*,*
몽유,,,,NNP,*,F,몽유,*,*,*,*
순기화담탕,,,,NNP,*,T,순기화담탕,*,*,*,*
다리크로스오버,,,,NNP,*,F,다리크로스오버,*,*,*,*
육두구,,,,NNP,*,F,육두구,*,*,*,*
비치,,,,NNP,*,F,비치,*,*,*,*
흉수압박,,,,NNP,*,T,흉수압박,*,*,*,*
반힘줄모양근,,,,NNP,*,T,반힘줄모양근,*,*,*,*
소요산,,,,NNP,*,T,소요산,*,*,*,*
백호탕,,,,NNP,*,T,백호탕,*,*,*,*
신경염,,,,NNP,*,T,신경염,*,*,*,*
당귀활혈탕,,,,NNP,*,T,당귀활혈탕,*,*,*,*
방광허한증,,,,NNP,*,T,방광허한증,*,*,*,*
연교,,,,NNP,*,F,연교,*,*,*,*
강직,,,,NNP,*,T,강직,*,*,*,*
사향,,,,NNP,*,T,사향,*,*,*,*
나음,,,,NNP,*,T,나음,*,*,*,*
보혈윤장,,,,NNP,*,T,보혈윤장,*,*,*,*
평가동술,,,,NNP,*,T,평가동술,*,*,*,*
기허하함,,,,NNP,*,T,기허하함,*,*,*,*
귀,,,,NNP,*,F,귀,*,*,*,*
백색오로,,,,NNP,*,F,백색오로,*,*,*,*
십이미지황탕,,,,NNP,*,T,십이미지황탕,*,*,*,*
인지초,,,,NNP,*,F,인지초,*,*,*,*
의이인,,,,NNP,*,T,의이인,*,*,*,*
육경병,,,,NNP,*,T,육경병,*,*,*,*
경행토뉵,,,,NNP,*,T,경행토뉵,*,*,*,*
활액막,,,,NNP,*,T,활액막,*,*,*,*
바탕이,,,,NNP,*,F,바탕이,*,*,*,*
고방풍탕,,,,NNP,*,T,고방풍탕,*,*,*,*
평근,,,,NNP,*,T,평근,*,*,*,*
견통도담탕,,,,NNP,*,T,견통도담탕,*,*,*,*
연자육,,,,NNP,*,T,연자육,*,*,*,*
이루는,,,,NNP,*,T,이루는,*,*,*,*
장석순,,,,NNP,*,T,장석순,*,*,*,*
식치방,,,,NNP,*,T,식치방,*,*,*,*
프로테오글리칸,,,,NNP,*,T,프로테오글리칸,*,*,*,*
삼출건비탕,,,,NNP,*,T,삼출건비탕,*,*,*,*
금궤신기환,,,,NNP,*,T,금궤신기환,*,*,*,*
후간관절블록,,,,NNP,*,T,후간관절블록,*,*,*,*
만성요통,,,,NNP,*,T,만성요통,*,*,*,*
양로원,,,,NNP,*,T,양로원,*,*,*,*
진인양장탕,,,,NNP,*,T,진인양장탕,*,*,*,*
요골두골절,,,,NNP,*,T,요골두골절,*,*,*,*
허리렘,,,,NNP,*,T,허리렘,*,*,*,*
자가치료,,,,NNP,*,F,자가치료,*,*,*,*
갱년기지수,,,,NNP,*,F,갱년기지수,*,*,*,*
폄증가를,,,,NNP,*,T,폄증가를,*,*,*,*
Jerk,,,,NNP,*,T,Jerk,*,*,*,*
천수지굴곡근,,,,NNP,*,T,천수지굴곡근,*,*,*,*
구충약방기,,,,NNP,*,F,구충약방기,*,*,*,*
지유,,,,NNP,*,F,지유,*,*,*,*
광독성,,,,NNP,*,T,광독성,*,*,*,*
황련청장탕,,,,NNP,*,T,황련청장탕,*,*,*,*
프리라디칼,,,,NNP,*,T,프리라디칼,*,*,*,*
대승기탕,,,,NNP,*,T,대승기탕,*,*,*,*
이진탕,,,,NNP,*,T,이진탕,*,*,*,*
정허연관처방,,,,NNP,*,T,정허연관처방,*,*,*,*
중이질환,,,,NNP,*,T,중이질환,*,*,*,*
심적환,,,,NNP,*,T,심적환,*,*,*,*
폐엽경결,,,,NNP,*,T,폐엽경결,*,*,*,*
동맥류,,,,NNP,*,F,동맥류,*,*,*,*
다낭성,,,,NNP,*,T,다낭성,*,*,*,*
경사교정,,,,NNP,*,T,경사교정,*,*,*,*
금박,,,,NNP,*,T,금박,*,*,*,*
대황,,,,NNP,*,T,대황,*,*,*,*
원지,,,,NNP,*,F,원지,*,*,*,*
브로모크립틴,,,,NNP,*,T,브로모크립틴,*,*,*,*
뇌출혈,,,,NNP,*,T,뇌출혈,*,*,*,*
현삼지황탕,,,,NNP,*,T,현삼지황탕,*,*,*,*
식욕부진,,,,NNP,*,T,식욕부진,*,*,*,*
가미소요산,,,,NNP,*,T,가미소요산,*,*,*,*
노화,,,,NNP,*,F,노화,*,*,*,*
대퇴골,,,,NNP,*,T,대퇴골,*,*,*,*
주당귀,,,,NNP,*,F,주당귀,*,*,*,*
희발월경,,,,NNP,*,T,희발월경,*,*,*,*
백두구,,,,NNP,*,F,백두구,*,*,*,*
우방근,,,,NNP,*,T,우방근,*,*,*,*
분비성,,,,NNP,*,T,분비성,*,*,*,*
보장건비탕,,,,NNP,*,T,보장건비탕,*,*,*,*
냉증과,,,,NNP,*,F,냉증과,*,*,*,*
얕은,,,,NNP,*,T,얕은,*,*,*,*
폐색,,,,NNP,*,T,폐색,*,*,*,*
통중유발,,,,NNP,*,T,통중유발,*,*,*,*
재발성,,,,NNP,*,T,재발성,*,*,*,*
견갑-홍곽분리,,,,NNP,*,F,견갑-홍곽분리,*,*,*,*
소음병,,,,NNP,*,T,소음병,*,*,*,*
화수운,,,,NNP,*,T,화수운,*,*,*,*
한약처방,,,,NNP,*,T,한약처방,*,*,*,*
독삼팔물탕,,,,NNP,*,T,독삼팔물탕,*,*,*,*
극하근,,,,NNP,*,T,극하근,*,*,*,*
보심사화청간탕,,,,NNP,*,T,보심사화청간탕,*,*,*,*
분비물감소,,,,NNP,*,F,분비물감소,*,*,*,*
임자,,,,NNP,*,F,임자,*,*,*,*
대사성,,,,NNP,*,T,대사성,*,*,*,*
청각피질,,,,NNP,*,T,청각피질,*,*,*,*
후두염,,,,NNP,*,T,후두염,*,*,*,*
평진탕,,,,NNP,*,T,평진탕,*,*,*,*
지유탕,,,,NNP,*,T,지유탕,*,*,*,*
독삼탕,,,,NNP,*,T,독삼탕,*,*,*,*
용안육,,,,NNP,*,T,용안육,*,*,*,*
탈출,,,,NNP,*,T,탈출,*,*,*,*
이시진,,,,NNP,*,T,이시진,*,*,*,*
감송향,,,,NNP,*,T,감송향,*,*,*,*
갱년기,,,,NNP,*,F,갱년기,*,*,*,*
태양병궐음증,,,,NNP,*,T,태양병궐음증,*,*,*,*
추간판협착증,,,,NNP,*,T,추간판협착증,*,*,*,*
청혈거습사간탕,,,,NNP,*,T,청혈거습사간탕,*,*,*,*
연박음,,,,NNP,*,T,연박음,*,*,*,*
말초성,,,,NNP,*,T,말초성,*,*,*,*
핌,,,,NNP,*,T,핌,*,*,*,*
불수산,,,,NNP,*,T,불수산,*,*,*,*
고립로핵,,,,NNP,*,T,고립로핵,*,*,*,*
경천,,,,NNP,*,T,경천,*,*,*,*
옥녀전,,,,NNP,*,T,옥녀전,*,*,*,*
지실소비환,,,,NNP,*,T,지실소비환,*,*,*,*
전기,,,,NNP,*,F,전기,*,*,*,*
다발성,,,,NNP,*,T,다발성,*,*,*,*
말초신경,,,,NNP,*,T,말초신경,*,*,*,*
산수유,,,,NNP,*,F,산수유,*,*,*,*
잇몸출혈,,,,NNP,*,T,잇몸출혈,*,*,*,*
경험조위탕,,,,NNP,*,T,경험조위탕,*,*,*,*
지지,,,,NNP,*,F,지지,*,*,*,*
고방의학,,,,NNP,*,T,고방의학,*,*,*,*
기허증,,,,NNP,*,T,기허증,*,*,*,*
통증을,,,,NNP,*,T,통증을,*,*,*,*
넙다리네갈래근,,,,NNP,*,T,넙다리네갈래근,*,*,*,*
황률오미자고,,,,NNP,*,F,황률오미자고,*,*,*,*
운동,,,,NNP,*,T,운동,*,*,*,*
요천추부,,,,NNP,*,F,요천추부,*,*,*,*
대추,,,,NNP,*,F,대추,*,*,*,*
당뇨병,,,,NNP,*,T,당뇨병,*,*,*,*
족번열,,,,NNP,*,T,족번열,*,*,*,*
반흔성,,,,NNP,*,T,반흔성,*,*,*,*
소장허한증,,,,NNP,*,T,소장허한증,*,*,*,*
운반각,,,,NNP,*,T,운반각,*,*,*,*
판람근,,,,NNP,*,T,판람근,*,*,*,*
산후오적산,,,,NNP,*,T,산후오적산,*,*,*,*
지티피,,,,NNP,*,F,지티피,*,*,*,*
신이,,,,NNP,*,F,신이,*,*,*,*
기능의학,,,,NNP,*,T,기능의학,*,*,*,*
심화상염,,,,NNP,*,T,심화상염,*,*,*,*
길초근,,,,NNP,*,T,길초근,*,*,*,*
등피,,,,NNP,*,F,등피,*,*,*,*
섬어,,,,NNP,*,F,섬어,*,*,*,*
주위,,,,NNP,*,F,주위,*,*,*,*
조기질,,,,NNP,*,T,조기질,*,*,*,*
두통,,,,NNP,*,T,두통,*,*,*,*
지혈약상기생,,,,NNP,*,T,지혈약상기생,*,*,*,*
이중탕,,,,NNP,*,T,이중탕,*,*,*,*
간농양,,,,NNP,*,T,간농양,*,*,*,*
탈구,,,,NNP,*,F,탈구,*,*,*,*
엄지모음근,,,,NNP,*,T,엄지모음근,*,*,*,*
